class_id,class_name,x_center_norm,y_center_norm,width_norm,height_norm,area_norm,area_percent,aspect_ratio,x1_px,y1_px,x2_px,y2_px,width_px,height_px,area_px,size_bucket,line_no,line_errors,raw_label_line,split,image_path,image_name,label_path,image_width_px,image_height_px
0,BG,0.463623,0.33252,0.080078,0.058594,0.004692090332,0.46920903319999996,1.3666587022562036,867.500032,621.0007039999999,1031.499776,741.001216,163.99974400000008,120.00051200000007,19680.05324786895,small_0.1-1%,1,,0 0.463623 0.332520 0.080078 0.058594,train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-1-img-1.jpg,BG-1-img-1.jpg,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-1-img-1.txt,2048,2048
0,BG,0.605957,0.510986,0.074463,0.114014,0.008489824482,0.8489824482,0.6531040047713439,1164.749824,929.748992,1317.2500479999999,1163.2496640000002,152.5002239999999,233.50067200000012,35608.90478415052,small_0.1-1%,1,,0 0.605957 0.510986 0.074463 0.114014,train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-1-img-3.jpg,BG-1-img-3.jpg,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-1-img-3.txt,2048,2048
0,BG,0.419189,0.446289,0.099365,0.115967,0.011523060954999999,1.1523060955,0.8568385833901023,756.7493119999999,795.2496639999999,960.248832,1032.75008,203.49952000000008,237.5004160000001,48331.22065580035,medium_1-5%,1,,0 0.419189 0.446289 0.099365 0.115967,train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-10-img-1.jpg,BG-10-img-1.jpg,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-10-img-1.txt,2048,2048
0,BG,0.354004,0.437012,0.112305,0.134277,0.015079978485000001,1.5079978485,0.8363681047387117,609.999872,757.500928,840.000512,1032.5002240000001,230.00063999999998,274.9992960000001,63250.01407954945,medium_1-5%,1,,0 0.354004 0.437012 0.112305 0.134277,train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-10-img-2.jpg,BG-10-img-2.jpg,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-10-img-2.txt,2048,2048
0,BG,0.426025,0.50293,0.141602,0.068359,0.009679771118,0.9679771118,2.071446334791322,727.498752,960.0010239999999,1017.499648,1100.000256,290.000896,139.99923200000012,40599.90271931191,small_0.1-1%,1,,0 0.426025 0.502930 0.141602 0.068359,train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-10-img-3.jpg,BG-10-img-3.jpg,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-10-img-3.txt,2048,2048
0,BG,0.555908,0.425293,0.050537,0.059814,0.003022820118,0.3022820118,0.8449025311799913,1086.7496959999999,809.7505279999999,1190.249472,932.2496,103.49977600000011,122.49907200000007,12678.626512207893,small_0.1-1%,1,,0 0.555908 0.425293 0.050537 0.059814,train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-12-img-1.jpg,BG-12-img-1.jpg,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-12-img-1.txt,2048,2048
0,BG,0.609619,0.429199,0.043945,0.028076,0.00123379982,0.123379982,1.565215842712637,1203.5000320000001,850.249728,1293.499392,907.749376,89.9993599999998,57.49964799999998,5174.9315202252665,small_0.1-1%,2,,0 0.609619 0.429199 0.043945 0.028076,train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-12-img-1.jpg,BG-12-img-1.jpg,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-12-img-1.txt,2048,2048
0,BG,0.597412,0.396973,0.070068,0.072021,0.005046367428,0.5046367428,0.9728829091514976,1151.750144,739.2512,1295.2494080000001,886.750208,143.49926400000004,147.499008,21165.999088730117,small_0.1-1%,1,,0 0.597412 0.396973 0.070068 0.072021,train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-12-img-2.jpg,BG-12-img-2.jpg,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-12-img-2.txt,2048,2048
0,BG,0.491943,0.657959,0.073242,0.079102,0.005793588684,0.5793588684000001,0.9259184344264367,932.499456,1266.499584,1082.499072,1428.50048,149.99961600000006,162.000896,24300.07219165595,small_0.1-1%,1,,0 0.491943 0.657959 0.073242 0.079102,train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-13-img-1.jpg,BG-13-img-1.jpg,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-13-img-1.txt,2048,2048
0,BG,0.60498,0.567139,0.050049,0.047119,0.0023582588310000004,0.23582588310000005,1.0621829835098369,1187.748864,1113.250816,1290.249216,1209.7505279999998,102.50035200000002,96.49971199999982,9891.254447898607,small_0.1-1%,1,,0 0.604980 0.567139 0.050049 0.047119,train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-13-img-2.jpg,BG-13-img-2.jpg,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-13-img-2.txt,2048,2048
0,BG,0.608398,0.507812,0.059814,0.032471,0.0019422203939999999,0.1942220394,1.8420744664469835,1184.749568,1006.748672,1307.24864,1073.24928,122.49907200000007,66.50060799999994,8146.262767435774,small_0.1-1%,2,,0 0.608398 0.507812 0.059814 0.032471,train,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/images/train/BG-13-img-2.jpg,BG-13-img-2.jpg,/home/drnguyenvinh/notebooks/shrimp_yolo_canonical_bg_wssv_2cls_split70_15_15/labels/train/BG-13-img-2.txt,2048,2048
