filename,0,1,Healthy
WSSV-105-img-3_jpg.rf.404604f3ed17808c67b3abdf9176abfd.jpg,1,0,0
WSSV_BG-53-img-1_jpg.rf.fb0677eabe3f2caddd74eb22485fc5ad.jpg,1,1,0
Healthy-79-img-2_jpg.rf.609b3ba4abc51cae4ab5c0915d811279.jpg,0,0,1
BG-26-img-1_jpg.rf.3a4b81e17151a260df208cbbfed92fd2.jpg,1,0,0
BG-70-img-2_jpg.rf.ad58865d351f226fcb62f94dea5ec4ed.jpg,1,0,0
Healthy-99-img-2_jpg.rf.a515288435676ed9b95c3d0d67bd5d56.jpg,0,0,1
WSSV-58-img-3_jpg.rf.a1e02965c3663e15ceef8d45843d2bde.jpg,1,0,0
Healthy-36-img-3_jpg.rf.bd344dff29f5d903f423ae1c422e56ea.jpg,0,0,1
WSSV_BG-5-img-2_jpg.rf.3880b0a3b8bce0014c93d28ef2450547.jpg,1,1,0
Healthy-14-img-1_jpg.rf.686534d25f1388544c53ae11e4eb0ad9.jpg,0,0,1
WSSV-86-img-2_jpg.rf.3d9ac78be92c78b138ec9f4677614c03.jpg,1,0,0
Healthy-37-img-3_jpg.rf.e7da704fbb977df07fb4319b35cf84f5.jpg,0,0,1
BG-41-img-2_jpg.rf.a0c43af50980dc7055a4e7de39f209a5.jpg,1,0,0
WSSV-41-img-3_jpg.rf.3b4eb8801316c410e32f9732c0cfd79a.jpg,1,0,0
WSSV-114-img-2_jpg.rf.8d1f03d0791ea9b86e1bdfa28c318e23.jpg,1,0,0
WSSV-49-img-2_jpg.rf.460d7cb0f2153b62e4829563d97896bb.jpg,1,0,0
BG-42-img-2_jpg.rf.d9d7adbdbea420ee23d09b2a07fdcff8.jpg,1,0,0
BG-19-img-1_jpg.rf.409bf718d3f1c9a9198256e719a58ef3.jpg,1,0,0
Healthy-31-img-3_jpg.rf.f5aedd907f0ef3766e0032f81ac936fd.jpg,0,0,1
Healthy-40-img-2_jpg.rf.f0d80e85687cb7ad750e097e5ccc6f68.jpg,0,0,1
WSSV-80-img-1_jpg.rf.86da0b0bd4ab52acc3417eee6e6cde8d.jpg,1,0,0
BG-13-img-3_jpg.rf.891725e935e34e32997df8616e664763.jpg,1,0,0
WSSV-73-img-2_jpg.rf.83c135809565d3f61b230db410ef416b.jpg,1,0,0
Healthy-131-img-1_jpg.rf.e26c67e8ab746775b5af1ccee51971b9.jpg,0,0,1
WSSV-34-img-1_jpg.rf.79fca40232be0ae51881be2285e3c120.jpg,1,0,0
WSSV_BG-61-img-3_jpg.rf.c9703489e6ddecb1df5b35b486a21ec3.jpg,1,1,0
BG-28-img-1_jpg.rf.425ada4617158587f4f136068d4cd6c5.jpg,1,0,0
WSSV-31-img-3_jpg.rf.9838e6bf9867889741c2b0cd9da04ef8.jpg,1,0,0
Healthy-133-img-3_jpg.rf.34509d36b6ea9881d9c9c786c866c6f9.jpg,0,0,1
WSSV_BG-48-img-2_jpg.rf.96a420d17e2e892b3f30774bfeffd8b0.jpg,1,1,0
WSSV-111-img-2_jpg.rf.2301658a4330afad528b8eab81cfa478.jpg,1,0,0
WSSV-51-img-3_jpg.rf.458fc9949d61421d1650d22d9cd442cd.jpg,1,0,0
WSSV-66-img-3_jpg.rf.6ca91bc12bbe6ee4081066d883a85959.jpg,1,0,0
WSSV_BG-36-img-2_jpg.rf.55b51b61a0439fcfefe4b6ffbe5b2bf5.jpg,1,1,0
WSSV_BG-12-img-1_jpg.rf.61b467aec3f4596a950089afdbfef815.jpg,1,1,0
Healthy-19-img-1_jpg.rf.29c7507eab8dfcef3aa6457f80485b8d.jpg,0,0,1
BG-36-img-1_jpg.rf.4f8fc76df53ebdd88795336fee103ed3.jpg,1,0,0
WSSV_BG-45-img-2_jpg.rf.efa9dbce29acdded194ec5f78e3280aa.jpg,1,1,0
Healthy-62-img-2_jpg.rf.c687f13f8eabbef9d2192aefa3f80707.jpg,0,0,1
Healthy-117-img-2_jpg.rf.b773686a53ac5b9710025a0c58f46570.jpg,0,0,1
WSSV-16-img-3_jpg.rf.4b09fa96e0d29e5e193f69bffc9b7436.jpg,1,0,0
Healthy-128-img-1_jpg.rf.29efadd4bdcba311f2162f5ef71a2c7d.jpg,0,0,1
BG-39-img-3_jpg.rf.8e93b5e3edbadc17f9029a0bead9f3ee.jpg,1,0,0
WSSV_BG-79-img-2_jpg.rf.c509a384713d673b86df78e0db2100ba.jpg,1,1,0
WSSV-113-img-2_jpg.rf.e015c6c4296149348a57f462f4e5633c.jpg,1,0,0
Healthy-71-img-1_jpg.rf.e64798c988640ce5202a902d33125792.jpg,0,0,1
WSSV-64-img-3_jpg.rf.fc8a7261f7afc02a7be4e35f00a85425.jpg,1,0,0
BG-44-img-3_jpg.rf.dce0fa0211ef34a74cf68360cc9a3a30.jpg,1,0,0
Healthy-45-img-3_jpg.rf.d7f039d53e8917e4a7a73e8113619c74.jpg,0,0,1
BG-40-img-2_jpg.rf.726477823a8709bb09dbb6073d9198fd.jpg,1,0,0
Healthy-36-img-2_jpg.rf.0e30ae02226b640d07fcc7673bf4e803.jpg,0,0,1
WSSV_BG-79-img-1_jpg.rf.889bf98e8c91eac62cddba2fe1f88070.jpg,1,1,0
Healthy-5-img-3_jpg.rf.da4ab475bc5d13f7c52212a7dc4f732e.jpg,0,0,1
WSSV-67-img-1_jpg.rf.623fa99538d58404c5465020ca4ac379.jpg,1,0,0
BG-21-img-3_jpg.rf.adaf3d013f54e8e0ad5248ecc4fd0986.jpg,1,0,0
WSSV_BG-34-img-3_jpg.rf.ff48bb2b8ea6e8827eae56e46e06ad1a.jpg,1,1,0
WSSV-59-img-1_jpg.rf.3b9f87e11f9a37adbca404f19b408517.jpg,1,0,0
Healthy-77-img-2_jpg.rf.fd51cb97c3f1ec96ca093e5d87865fc0.jpg,0,0,1
Healthy-9-img-3_jpg.rf.f25d651a793cb2b2ec58033e36420672.jpg,0,0,1
WSSV_BG-81-img-2_jpg.rf.aa67ea440d774a1baa2358ad81d31d62.jpg,1,1,0
BG-35-img-3_jpg.rf.2020b24370818652410a2f865a64885e.jpg,1,0,0
Healthy-108-img-3_jpg.rf.bfe00e789f83e51dcadf25ab2598ad4a.jpg,0,0,1
Healthy-16-img-2_jpg.rf.58ef7b6b62dd399ec2b3f6a772e032fa.jpg,0,0,1
Healthy-88-img-3_jpg.rf.397d219d5b2a74d9e91506372b873135.jpg,0,0,1
