image,normalized_radial_frequency,original_power_db,w1_power_db,w1_minus_original_db
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.00390625,150.8861693008721,150.8499694125377,-0.03619988833440857
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.01171875,124.95039861554703,124.9776217070098,0.027223091462772686
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.01953125,118.59943676279458,118.67413899708816,0.07470223429358214
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.02734375,114.4512149547427,114.58475080134237,0.13353584659967055
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.03515625,111.61443289457024,111.82315586292322,0.20872296835297277
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.04296875,109.61001443752727,109.89194595106903,0.28193151354176393
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.05078125,107.1307255481905,107.49506833712863,0.36434278893813143
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.05859375,105.1575188178204,105.60453971691601,0.4470208990956053
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.06640625,103.70986390891217,104.22727741741596,0.5174135085037932
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.07421875,102.29248711427934,102.87480669632427,0.5823195820449314
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.08203125,100.6266907564115,101.2683192490403,0.6416284926287972
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.08984375,99.41303156683244,100.1064616845551,0.6934301177226558
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.09765625,98.62207640454984,99.35146092223638,0.7293845176865403
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.10546875,97.62100132290104,98.3880595421534,0.7670582192523625
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.11328125,96.19765232092819,97.00260700529486,0.8049546843666775
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.12109375,95.02701240982202,95.85275106901888,0.8257386591968583
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.12890625,94.10441633434871,94.95414437153323,0.8497280371845193
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.13671875,93.5179037201373,94.37358214559852,0.8556784254612211
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.14453125,93.06419166573065,93.92954322533205,0.8653515596014074
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.15234375,92.25950670302119,93.13648071531368,0.8769740122924929
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.16015625,91.76687475266445,92.65013188918613,0.8832571365216779
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.16796875,91.07629512553162,91.96499465073926,0.8886995252076417
WSSV-28-img-1_jpg.rf.a43ee460976dce0b20eaa8daf9bd338b.jpg,0.17578125,90.22412216615078,91.12142752077722,0.8973053546264396
